Generation,TotalEnergy_J,AverageDelay_Hops,MinResidual_J
387,0.01835082929475032,1.55,1.9976796752144617
388,0.01835082929475032,1.55,1.9976796752144617
389,0.01835082929475032,1.55,1.9976796752144617
390,0.01835082929475032,1.55,1.9976796752144617
391,0.01835082929475032,1.55,1.9976796752144617
392,0.01835082929475032,1.55,1.9976796752144617
393,0.01835082929475032,1.55,1.9976796752144617
394,0.01835082929475032,1.55,1.9976796752144617
395,0.01835082929475032,1.55,1.9976796752144617
396,0.01835082929475032,1.55,1.9976796752144617
397,0.01835082929475032,1.55,1.9976796752144617
398,0.01835082929475032,1.55,1.9976796752144617
399,0.01835082929475032,1.55,1.9976796752144617
400,0.01835082929475032,1.55,1.9976796752144617
401,0.01835082929475032,1.55,1.9976796752144617
402,0.01835082929475032,1.55,1.9976796752144617
403,0.01835082929475032,1.55,1.9976796752144617
404,0.01835082929475032,1.55,1.9976796752144617
405,0.01835082929475032,1.55,1.9976796752144617
406,0.01835082929475032,1.55,1.9976796752144617
407,0.01835082929475032,1.55,1.9976796752144617
408,0.01835082929475032,1.55,1.9976796752144617
409,0.01835082929475032,1.55,1.9976796752144617
410,0.01835082929475032,1.55,1.9976796752144617
411,0.01835082929475032,1.55,1.9976796752144617
412,0.01835082929475032,1.55,1.9976796752144617
413,0.01835082929475032,1.55,1.9976796752144617
414,0.01835082929475032,1.55,1.9976796752144617
415,0.01835082929475032,1.55,1.9976796752144617
416,0.01835082929475032,1.55,1.9976796752144617
417,0.01835082929475032,1.55,1.9976796752144617
418,0.01835082929475032,1.55,1.9976796752144617
419,0.01835082929475032,1.55,1.9976796752144617
420,0.01835082929475032,1.55,1.9976796752144617
421,0.01835082929475032,1.55,1.9976796752144617
422,0.01835082929475032,1.55,1.9976796752144617
423,0.01835082929475032,1.55,1.9976796752144617
424,0.01835082929475032,1.55,1.9976796752144617
425,0.01835082929475032,1.55,1.9976796752144617
426,0.01835082929475032,1.55,1.9976796752144617
427,0.01835082929475032,1.55,1.9976796752144617
428,0.01835082929475032,1.55,1.9976796752144617
429,0.01835082929475032,1.55,1.9976796752144617
430,0.01835082929475032,1.55,1.9976796752144617
431,0.01835082929475032,1.55,1.9976796752144617
432,0.01835082929475032,1.55,1.9976796752144617
433,0.01835082929475032,1.55,1.9976796752144617
434,0.01835082929475032,1.55,1.9976796752144617
435,0.01835082929475032,1.55,1.9976796752144617
436,0.01835082929475032,1.55,1.9976796752144617
437,0.01835082929475032,1.55,1.9976796752144617
438,0.01835082929475032,1.55,1.9976796752144617
439,0.01835082929475032,1.55,1.9976796752144617
440,0.01835082929475032,1.55,1.9976796752144617
441,0.01835082929475032,1.55,1.9976796752144617
442,0.01835082929475032,1.55,1.9976796752144617
443,0.01835082929475032,1.55,1.9976796752144617
444,0.01835082929475032,1.55,1.9976796752144617
445,0.01835082929475032,1.55,1.9976796752144617
446,0.01835082929475032,1.55,1.9976796752144617
447,0.01835082929475032,1.55,1.9976796752144617
448,0.01835082929475032,1.55,1.9976796752144617
449,0.01835082929475032,1.55,1.9976796752144617
450,0.01835082929475032,1.55,1.9976796752144617
451,0.01835082929475032,1.55,1.9976796752144617
452,0.01835082929475032,1.55,1.9976796752144617
453,0.01835082929475032,1.55,1.9976796752144617
454,0.01835082929475032,1.55,1.9976796752144617
455,0.01835082929475032,1.55,1.9976796752144617
456,0.01835082929475032,1.55,1.9976796752144617
457,0.01835082929475032,1.55,1.9976796752144617
458,0.01835082929475032,1.55,1.9976796752144617
459,0.01835082929475032,1.55,1.9976796752144617
460,0.01835082929475032,1.55,1.9976796752144617
461,0.01835082929475032,1.55,1.9976796752144617
462,0.01835082929475032,1.55,1.9976796752144617
463,0.01835082929475032,1.55,1.9976796752144617
464,0.01835082929475032,1.55,1.9976796752144617
465,0.01835082929475032,1.55,1.9976796752144617
466,0.01835082929475032,1.55,1.9976796752144617
467,0.01835082929475032,1.55,1.9976796752144617
468,0.01835082929475032,1.55,1.9976796752144617
469,0.01835082929475032,1.55,1.9976796752144617
470,0.01835082929475032,1.55,1.9976796752144617
471,0.01835082929475032,1.55,1.9976796752144617
472,0.01835082929475032,1.55,1.9976796752144617
473,0.01835082929475032,1.55,1.9976796752144617
474,0.01835082929475032,1.55,1.9976796752144617
475,0.01835082929475032,1.55,1.9976796752144617
476,0.01835082929475032,1.55,1.9976796752144617
477,0.01835082929475032,1.55,1.9976796752144617
478,0.01835082929475032,1.55,1.9976796752144617
479,0.01835082929475032,1.55,1.9976796752144617
480,0.01835082929475032,1.55,1.9976796752144617
481,0.01835082929475032,1.55,1.9976796752144617
482,0.01835082929475032,1.55,1.9976796752144617
483,0.01835082929475032,1.55,1.9976796752144617
484,0.01835082929475032,1.55,1.9976796752144617
