Iteration,TotalEnergy_J,AverageDelay_Hops,MinResidual_J
140,0.02879499736758056,2.175,1.9968808060692294
141,0.02879499736758056,2.175,1.9968808060692294
142,0.02879499736758056,2.175,1.9968808060692294
143,0.02879499736758056,2.175,1.9968808060692294
144,0.02863350216845525,2.175,1.9972957053105758
145,0.02863350216845525,2.175,1.9972957053105758
146,0.02863350216845525,2.175,1.9972957053105758
147,0.02863350216845525,2.175,1.9972957053105758
148,0.02863350216845525,2.175,1.9972957053105758
149,0.02863350216845525,2.175,1.9972957053105758
150,0.02863350216845525,2.175,1.9972957053105758
151,0.02863350216845525,2.175,1.9972957053105758
152,0.02863350216845525,2.175,1.9972957053105758
153,0.028245843587957335,2.15,1.9968808060692294
154,0.028245843587957335,2.15,1.9968808060692294
155,0.028245843587957335,2.15,1.9968808060692294
156,0.028245843587957335,2.15,1.9968808060692294
157,0.028245843587957335,2.15,1.9968808060692294
158,0.028245843587957335,2.15,1.9968808060692294
159,0.028245843587957335,2.15,1.9968808060692294
160,0.028245843587957335,2.15,1.9968808060692294
161,0.028245843587957335,2.15,1.9968808060692294
162,0.028245843587957335,2.15,1.9968808060692294
163,0.028245843587957335,2.15,1.9968808060692294
164,0.02659426223609962,2.05,1.997070653417749
165,0.02659426223609962,2.05,1.997070653417749
166,0.02659426223609962,2.05,1.997070653417749
167,0.02659426223609962,2.05,1.997070653417749
168,0.02659426223609962,2.05,1.997070653417749
169,0.02659426223609962,2.05,1.997070653417749
170,0.02659426223609962,2.05,1.997070653417749
171,0.02659426223609962,2.05,1.997070653417749
172,0.02659426223609962,2.05,1.997070653417749
173,0.02659426223609962,2.05,1.997070653417749
174,0.02659426223609962,2.05,1.997070653417749
175,0.02659426223609962,2.05,1.997070653417749
176,0.02586046019024738,2.0,1.9968395669526153
177,0.02586046019024738,2.0,1.9968395669526153
178,0.02586046019024738,2.0,1.9968395669526153
179,0.02586046019024738,2.0,1.9968395669526153
180,0.02586046019024738,2.0,1.9968395669526153
181,0.02586046019024738,2.0,1.9968395669526153
182,0.02586046019024738,2.0,1.9968395669526153
183,0.02586046019024738,2.0,1.9968395669526153
184,0.02586046019024738,2.0,1.9968395669526153
185,0.02586046019024738,2.0,1.9968395669526153
186,0.02586046019024738,2.0,1.9968395669526153
187,0.02586046019024738,2.0,1.9968395669526153
188,0.02586046019024738,2.0,1.9968395669526153
189,0.02586046019024738,2.0,1.9968395669526153
190,0.02586046019024738,2.0,1.9968395669526153
191,0.02586046019024738,2.0,1.9968395669526153
192,0.02586046019024738,2.0,1.9968395669526153
193,0.02586046019024738,2.0,1.9968395669526153
194,0.02586046019024738,2.0,1.9968395669526153
195,0.02586046019024738,2.0,1.9968395669526153
196,0.02586046019024738,2.0,1.9968395669526153
197,0.02586046019024738,2.0,1.9968395669526153
198,0.02586046019024738,2.0,1.9968395669526153
199,0.02586046019024738,2.0,1.9968395669526153
200,0.02586046019024738,2.0,1.9968395669526153
201,0.02586046019024738,2.0,1.9968395669526153
202,0.02586046019024738,2.0,1.9968395669526153
203,0.02586046019024738,2.0,1.9968395669526153
204,0.02586046019024738,2.0,1.9968395669526153
205,0.02586046019024738,2.0,1.9968395669526153
206,0.02586046019024738,2.0,1.9968395669526153
207,0.02586046019024738,2.0,1.9968395669526153
208,0.02586046019024738,2.0,1.9968395669526153
209,0.02586046019024738,2.0,1.9968395669526153
210,0.02586046019024738,2.0,1.9968395669526153
211,0.02586046019024738,2.0,1.9968395669526153
212,0.02586046019024738,2.0,1.9968395669526153
213,0.02586046019024738,2.0,1.9968395669526153
214,0.02586046019024738,2.0,1.9968395669526153
215,0.02586046019024738,2.0,1.9968395669526153
216,0.02586046019024738,2.0,1.9968395669526153
217,0.02586046019024738,2.0,1.9968395669526153
218,0.02586046019024738,2.0,1.9968395669526153
219,0.02586046019024738,2.0,1.9968395669526153
220,0.02586046019024738,2.0,1.9968395669526153
221,0.02586046019024738,2.0,1.9968395669526153
222,0.02586046019024738,2.0,1.9968395669526153
223,0.02586046019024738,2.0,1.9968395669526153
224,0.02586046019024738,2.0,1.9968395669526153
225,0.02586046019024738,2.0,1.9968395669526153
226,0.02586046019024738,2.0,1.9968395669526153
227,0.02586046019024738,2.0,1.9968395669526153
228,0.02586046019024738,2.0,1.9968395669526153
229,0.02571714843750974,2.0,1.9980046657888937
230,0.02571714843750974,2.0,1.9980046657888937
231,0.02571714843750974,2.0,1.9980046657888937
232,0.025020273129982663,1.95,1.9976118677567056
233,0.024609688561884953,1.925,1.9973801303276975
234,0.024609688561884953,1.925,1.9973801303276975
235,0.024609688561884953,1.925,1.9973801303276975
236,0.024609688561884953,1.925,1.9973801303276975
237,0.024609688561884953,1.925,1.9973801303276975
238,0.02458841791555366,1.925,1.997399878435796
239,0.02458841791555366,1.925,1.997399878435796
240,0.02458841791555366,1.925,1.997399878435796
241,0.02458841791555366,1.925,1.997399878435796
242,0.024142292656875,1.9,1.9973801303276975
243,0.024142292656875,1.9,1.9973801303276975
244,0.024142292656875,1.9,1.9973801303276975
245,0.024142292656875,1.9,1.9973801303276975
246,0.024142292656875,1.9,1.9973801303276975
247,0.024142292656875,1.9,1.9973801303276975
248,0.023715475859892345,1.85,1.9975655989466723
249,0.023715475859892345,1.85,1.9975655989466723
250,0.023715475859892345,1.85,1.9975655989466723
251,0.022986517006975356,1.825,1.9972973686003126
252,0.022986517006975356,1.825,1.9972973686003126
253,0.022489788256169502,1.8,1.9964195128216924
254,0.022489788256169502,1.8,1.9964195128216924
255,0.022489788256169502,1.8,1.9964195128216924
256,0.022489788256169502,1.8,1.9964195128216924
257,0.022489788256169502,1.8,1.9964195128216924
258,0.022489788256169502,1.8,1.9964195128216924
259,0.022489788256169502,1.8,1.9964195128216924
260,0.022489788256169502,1.8,1.9964195128216924
261,0.022489788256169502,1.8,1.9964195128216924
262,0.022489788256169502,1.8,1.9964195128216924
263,0.022489788256169502,1.8,1.9964195128216924
264,0.022489788256169502,1.8,1.9964195128216924
265,0.02178125810383428,1.75,1.9984089688551252
266,0.02178125810383428,1.75,1.9984089688551252
267,0.02178125810383428,1.75,1.9984089688551252
268,0.021197400835136413,1.7,1.997126532104451
269,0.021197400835136413,1.7,1.997126532104451
270,0.021197400835136413,1.7,1.997126532104451
271,0.021197400835136413,1.7,1.997126532104451
272,0.021197400835136413,1.7,1.997126532104451
273,0.021197400835136413,1.7,1.997126532104451
274,0.021197400835136413,1.7,1.997126532104451
275,0.021197400835136413,1.7,1.997126532104451
276,0.021197400835136413,1.7,1.997126532104451
277,0.021197400835136413,1.7,1.997126532104451
278,0.021197400835136413,1.7,1.997126532104451
279,0.021197400835136413,1.7,1.997126532104451
280,0.021197400835136413,1.7,1.997126532104451
281,0.021197400835136413,1.7,1.997126532104451
282,0.020749348812114626,1.675,1.997070653417749
283,0.020749348812114626,1.675,1.997070653417749
284,0.020172660843129984,1.65,1.9980046657888937
285,0.020172660843129984,1.65,1.9980046657888937
286,0.020172660843129984,1.65,1.9980046657888937
287,0.020172660843129984,1.65,1.9980046657888937
288,0.020172660843129984,1.65,1.9980046657888937
289,0.020172660843129984,1.65,1.9980046657888937
290,0.020172660843129984,1.65,1.9980046657888937
291,0.020172660843129984,1.65,1.9980046657888937
292,0.020172660843129984,1.65,1.9980046657888937
293,0.020172660843129984,1.65,1.9980046657888937
294,0.020172660843129984,1.65,1.9980046657888937
295,0.020122320031460667,1.65,1.9984089688551252
296,0.020122320031460667,1.65,1.9984089688551252
297,0.0197534486403683,1.625,1.9975134532826877
298,0.0197534486403683,1.625,1.9975134532826877
299,0.0197534486403683,1.625,1.9975134532826877
300,0.019683929056471074,1.625,1.997065695496469
301,0.019683929056471074,1.625,1.997065695496469
302,0.019683929056471074,1.625,1.997065695496469
303,0.019683929056471074,1.625,1.997065695496469
304,0.019683929056471074,1.625,1.997065695496469
305,0.018864847456892413,1.575,1.9979612110689065
306,0.018864847456892413,1.575,1.9979612110689065
307,0.018864847456892413,1.575,1.9979612110689065
308,0.018864847456892413,1.575,1.9979612110689065
309,0.018864847456892413,1.575,1.9979612110689065
310,0.018864847456892413,1.575,1.9979612110689065
311,0.018864847456892413,1.575,1.9979612110689065
312,0.018864847456892413,1.575,1.9979612110689065
313,0.018864847456892413,1.575,1.9979612110689065
314,0.018864847456892413,1.575,1.9979612110689065
315,0.018864847456892413,1.575,1.9979612110689065
316,0.018864847456892413,1.575,1.9979612110689065
317,0.018864847456892413,1.575,1.9979612110689065
318,0.018864847456892413,1.575,1.9979612110689065
319,0.018850507850874366,1.575,1.998043223130588
320,0.018491090567574347,1.55,1.9975134532826877
321,0.018491090567574347,1.55,1.9975134532826877
322,0.018491090567574347,1.55,1.9975134532826877
323,0.018469127990860503,1.55,1.9975134532826877
324,0.018469127990860503,1.55,1.9975134532826877
325,0.018469127990860503,1.55,1.9975134532826877
326,0.018469127990860503,1.55,1.9975134532826877
327,0.018469127990860503,1.55,1.9975134532826877
328,0.018469127990860503,1.55,1.9975134532826877
329,0.018469127990860503,1.55,1.9975134532826877
330,0.018471586037750693,1.55,1.9985197834763078
331,0.018459116499529422,1.55,1.998043223130588
332,0.018445935265454547,1.55,1.998043223130588
333,0.018445935265454547,1.55,1.998043223130588
334,0.018445935265454547,1.55,1.998043223130588
335,0.018445935265454547,1.55,1.998043223130588
336,0.018445935265454547,1.55,1.998043223130588
337,0.01842714633682027,1.55,1.9984089688551252
338,0.01842714633682027,1.55,1.9984089688551252
339,0.018425738381174867,1.55,1.998043223130588
340,0.018425738381174867,1.55,1.998043223130588
341,0.018425738381174867,1.55,1.998043223130588
342,0.018425738381174867,1.55,1.998043223130588
343,0.018425738381174867,1.55,1.998043223130588
344,0.018425738381174867,1.55,1.998043223130588
345,0.018425738381174867,1.55,1.998043223130588
346,0.018425738381174867,1.55,1.998043223130588
347,0.018425738381174867,1.55,1.998043223130588
348,0.018425738381174867,1.55,1.998043223130588
349,0.018425738381174867,1.55,1.998043223130588
350,0.018425738381174867,1.55,1.998043223130588
351,0.018425738381174867,1.55,1.998043223130588
352,0.018415262690493303,1.55,1.998043223130588
353,0.018415262690493303,1.55,1.998043223130588
354,0.018415262690493303,1.55,1.998043223130588
355,0.018415262690493303,1.55,1.998043223130588
356,0.018415262690493303,1.55,1.998043223130588
357,0.018415262690493303,1.55,1.998043223130588
358,0.018415262690493303,1.55,1.998043223130588
359,0.018415262690493303,1.55,1.998043223130588
360,0.018415262690493303,1.55,1.998043223130588
361,0.018413242634780568,1.55,1.9976796752144617
362,0.018413242634780568,1.55,1.9976796752144617
363,0.018413242634780568,1.55,1.9976796752144617
364,0.018413242634780568,1.55,1.9976796752144617
365,0.018413242634780568,1.55,1.9976796752144617
366,0.018413242634780568,1.55,1.9976796752144617
367,0.018413242634780568,1.55,1.9976796752144617
368,0.018399641217278138,1.55,1.998043223130588
369,0.018399641217278138,1.55,1.998043223130588
370,0.018399641217278138,1.55,1.998043223130588
371,0.018399641217278138,1.55,1.998043223130588
372,0.018399641217278138,1.55,1.998043223130588
373,0.018399641217278138,1.55,1.998043223130588
374,0.018399641217278138,1.55,1.998043223130588
375,0.018399641217278138,1.55,1.998043223130588
376,0.018397613660058914,1.55,1.998043223130588
377,0.018397613660058914,1.55,1.998043223130588
378,0.018397613660058914,1.55,1.998043223130588
379,0.018397613660058914,1.55,1.998043223130588
380,0.018397613660058914,1.55,1.998043223130588
381,0.018397613660058914,1.55,1.998043223130588
382,0.018397613660058914,1.55,1.998043223130588
383,0.018397613660058914,1.55,1.998043223130588
384,0.018397613660058914,1.55,1.998043223130588
385,0.018397613660058914,1.55,1.998043223130588
386,0.018397613660058914,1.55,1.998043223130588
387,0.018397613660058914,1.55,1.998043223130588
388,0.018397613660058914,1.55,1.998043223130588
389,0.018397613660058914,1.55,1.998043223130588
390,0.018397613660058914,1.55,1.998043223130588
391,0.018397613660058914,1.55,1.998043223130588
392,0.018397613660058914,1.55,1.998043223130588
393,0.018397613660058914,1.55,1.998043223130588
394,0.018397613660058914,1.55,1.998043223130588
395,0.018397613660058914,1.55,1.998043223130588
396,0.018397613660058914,1.55,1.998043223130588
397,0.018397613660058914,1.55,1.998043223130588
398,0.018397613660058914,1.55,1.998043223130588
399,0.018387407690281757,1.55,1.998043223130588
400,0.018387407690281757,1.55,1.998043223130588
401,0.018387407690281757,1.55,1.998043223130588
402,0.018387407690281757,1.55,1.998043223130588
403,0.018387407690281757,1.55,1.998043223130588
404,0.018387407690281757,1.55,1.998043223130588
405,0.018387407690281757,1.55,1.998043223130588
406,0.018387407690281757,1.55,1.998043223130588
407,0.018387407690281757,1.55,1.998043223130588
408,0.01837523345452971,1.55,1.998043223130588
409,0.01837523345452971,1.55,1.998043223130588
410,0.01837523345452971,1.55,1.998043223130588
411,0.01837523345452971,1.55,1.998043223130588
412,0.01837523345452971,1.55,1.998043223130588
413,0.01837523345452971,1.55,1.998043223130588
414,0.01837523345452971,1.55,1.998043223130588
415,0.01837523345452971,1.55,1.998043223130588
416,0.01837523345452971,1.55,1.998043223130588
417,0.01837523345452971,1.55,1.998043223130588
418,0.01837523345452971,1.55,1.998043223130588
419,0.01837523345452971,1.55,1.998043223130588
420,0.01837523345452971,1.55,1.998043223130588
421,0.01837523345452971,1.55,1.998043223130588
422,0.01837523345452971,1.55,1.998043223130588
423,0.01837523345452971,1.55,1.998043223130588
424,0.01837523345452971,1.55,1.998043223130588
425,0.01837523345452971,1.55,1.998043223130588
426,0.01837523345452971,1.55,1.998043223130588
427,0.01837523345452971,1.55,1.998043223130588
428,0.01837523345452971,1.55,1.998043223130588
429,0.01837523345452971,1.55,1.998043223130588
430,0.01837523345452971,1.55,1.998043223130588
431,0.01837523345452971,1.55,1.998043223130588
432,0.01837523345452971,1.55,1.998043223130588
433,0.01837523345452971,1.55,1.998043223130588
434,0.01837523345452971,1.55,1.998043223130588
435,0.018372969984781103,1.55,1.9976796752144617
436,0.018372969984781103,1.55,1.9976796752144617
437,0.018372969984781103,1.55,1.9976796752144617
438,0.018372969984781103,1.55,1.9976796752144617
439,0.018372969984781103,1.55,1.9976796752144617
440,0.018372969984781103,1.55,1.9976796752144617
441,0.01835601696166326,1.55,1.9976796752144617
442,0.01835601696166326,1.55,1.9976796752144617
443,0.01835601696166326,1.55,1.9976796752144617
444,0.01835601696166326,1.55,1.9976796752144617
445,0.01835601696166326,1.55,1.9976796752144617
446,0.01835601696166326,1.55,1.9976796752144617
447,0.01835601696166326,1.55,1.9976796752144617
448,0.01835601696166326,1.55,1.9976796752144617
449,0.01835601696166326,1.55,1.9976796752144617
450,0.01835601696166326,1.55,1.9976796752144617
451,0.01835601696166326,1.55,1.9976796752144617
452,0.01835601696166326,1.55,1.9976796752144617
453,0.01835601696166326,1.55,1.9976796752144617
454,0.01835601696166326,1.55,1.9976796752144617
455,0.01835601696166326,1.55,1.9976796752144617
456,0.01835601696166326,1.55,1.9976796752144617
457,0.01835601696166326,1.55,1.9976796752144617
458,0.01835601696166326,1.55,1.9976796752144617
459,0.01835601696166326,1.55,1.9976796752144617
460,0.01835601696166326,1.55,1.9976796752144617
461,0.01835601696166326,1.55,1.9976796752144617
462,0.01835601696166326,1.55,1.9976796752144617
463,0.01835601696166326,1.55,1.9976796752144617
464,0.01835601696166326,1.55,1.9976796752144617
465,0.01835601696166326,1.55,1.9976796752144617
466,0.01835601696166326,1.55,1.9976796752144617
467,0.01835601696166326,1.55,1.9976796752144617
468,0.01835601696166326,1.55,1.9976796752144617
469,0.01835601696166326,1.55,1.9976796752144617
470,0.01835601696166326,1.55,1.9976796752144617
471,0.01835601696166326,1.55,1.9976796752144617
472,0.01835601696166326,1.55,1.9976796752144617
473,0.01835601696166326,1.55,1.9976796752144617
474,0.01835601696166326,1.55,1.9976796752144617
475,0.01835601696166326,1.55,1.9976796752144617
476,0.01835601696166326,1.55,1.9976796752144617
477,0.01835601696166326,1.55,1.9976796752144617
478,0.01835601696166326,1.55,1.9976796752144617
479,0.01835601696166326,1.55,1.9976796752144617
480,0.01835601696166326,1.55,1.9976796752144617
481,0.01835601696166326,1.55,1.9976796752144617
482,0.01835601696166326,1.55,1.9976796752144617
483,0.01835601696166326,1.55,1.9976796752144617
484,0.018356015632587395,1.55,1.998043223130588
485,0.01835304204143566,1.55,1.9976796752144617
486,0.01835304204143566,1.55,1.9976796752144617
487,0.01835082929475032,1.55,1.9976796752144617
488,0.01835082929475032,1.55,1.9976796752144617
489,0.01835082929475032,1.55,1.9976796752144617
490,0.01835082929475032,1.55,1.9976796752144617
491,0.01835082929475032,1.55,1.9976796752144617
492,0.01835082929475032,1.55,1.9976796752144617
493,0.01835082929475032,1.55,1.9976796752144617
494,0.01835082929475032,1.55,1.9976796752144617
495,0.01835082929475032,1.55,1.9976796752144617
496,0.01835082929475032,1.55,1.9976796752144617
497,0.01835082929475032,1.55,1.9976796752144617
498,0.01835082929475032,1.55,1.9976796752144617
499,0.01835082929475032,1.55,1.9976796752144617
