Iteration,MaxFitness,AvgFitness,TotalEnergy_J,AvgDelay_Hops,MinResidual_J
0,0.8188354509542854,0.7782800639522934,0.03503565539659281,2.5616666666666665,1.9948530448110675
1,0.8235338106405561,0.776951767852558,0.033699326942134504,2.4775,1.9953085810872202
2,0.8255906725580233,0.7765870904195676,0.03312662819732523,2.441666666666667,1.99564293427595
3,0.8261320775135481,0.7716071928912479,0.03297455120312473,2.4316666666666666,1.9954449165230097
4,0.827146875355795,0.7767666186407325,0.03269432611194532,2.4133333333333336,1.9957555224987686
5,0.8278963760816384,0.7766158466955487,0.03248122755692342,2.4008333333333334,1.9959610265197723
6,0.8291083971478691,0.7763423001697554,0.03213934396596805,2.380833333333334,1.9960862128804389
7,0.8295024545910333,0.7738539045436535,0.03202884012449117,2.374166666666667,1.9959721172088025
8,0.8299940939866736,0.7768965208649343,0.03189050790605954,2.3658333333333337,1.9959397061254693
9,0.8312714209248954,0.7752296469868771,0.03153615620541456,2.3441666666666663,1.9958579600198525
10,0.8317113660398512,0.7757204861955139,0.031410056660296816,2.3374999999999995,1.9958666469105588
11,0.8320101741942978,0.7763455930685065,0.03133015900236912,2.331666666666666,1.9957752040489924
12,0.8323914772738767,0.7778301203342078,0.03121806247221269,2.325833333333333,1.9956782389969274
13,0.8330249782024158,0.7782724631856127,0.0310415036568622,2.3149999999999995,1.9954608672366754
14,0.8333429023596504,0.7778989586696489,0.030957009814449717,2.3091666666666666,1.9955373296476648
15,0.8334450292408978,0.7787172977621738,0.03092837967621207,2.3074999999999997,1.9955474796908985
16,0.8334450292408978,0.7771475741858344,0.03092837967621207,2.3074999999999997,1.9955474796908985
17,0.8340246473633931,0.7778820792802014,0.03076988487710853,2.2975,1.9956161117365994
18,0.8343157285958139,0.7761624477112002,0.030685722759513548,2.2933333333333334,1.9956257768036616
19,0.8343157285958139,0.7797649992315673,0.030685722759513548,2.2933333333333334,1.9956257768036616
20,0.8344164558212837,0.779453887365042,0.030657385039169836,2.2916666666666665,1.9955681856914511
21,0.8348911085221542,0.7778105839012158,0.030527115914412654,2.283333333333333,1.9956537023351753
22,0.8351566014376388,0.7801251109369911,0.030454127539613334,2.279166666666667,1.995667224308655
23,0.8351566014376388,0.782308073528702,0.030454127539613334,2.279166666666667,1.995667224308655
24,0.8356643647072567,0.7850914724811255,0.030314269475852102,2.2708333333333335,1.995890540801907
25,0.8357014752216358,0.7830533870400397,0.030304863849559497,2.2700000000000005,1.9958252074057523
26,0.8357107366359252,0.7850461001170886,0.030305661140691807,2.2691666666666666,1.9958031718903508
27,0.8359503122231196,0.7875361928929138,0.030240700309187057,2.265,1.9959812451363657
