Iteration,BestFitness,AvgFitness
63,0.8383080107006281,0.7736178970410416
64,0.8383080107006281,0.7788343942501473
65,0.8383080107006281,0.7692577919755531
66,0.8383080107006281,0.7785851827438213
67,0.8383080107006281,0.7644946566058223
68,0.8383080107006281,0.7737558377867462
69,0.8383080107006281,0.7693006073852238
70,0.8383080107006281,0.7675832459809144
71,0.8383080107006281,0.7648962040826763
72,0.8383080107006281,0.7661620561519809
73,0.8383080107006281,0.7692293030714593
74,0.8383080107006281,0.7740452650682604
75,0.8383080107006281,0.7664822199866135
76,0.8383080107006281,0.7712296031531758
77,0.8383080107006281,0.7762753555759478
78,0.8383080107006281,0.7684683648636855
79,0.8383080107006281,0.7744856320311981
80,0.8383080107006281,0.771498638011256
81,0.8383080107006281,0.7750752920218298
82,0.8383080107006281,0.7683117233259601
83,0.8383080107006281,0.7840843766556793
84,0.8383080107006281,0.780776283996063
85,0.8383080107006281,0.7716206471293932
86,0.8383080107006281,0.7736891165611289
87,0.8383080107006281,0.7796414116307393
88,0.8383080107006281,0.7726452116281133
89,0.8383080107006281,0.7834884742655586
90,0.8383080107006281,0.7837766899313878
91,0.8383080107006281,0.7732785008200553
92,0.8383080107006281,0.776516624857381
93,0.8412361507692434,0.7754682127080242
94,0.8412361507692434,0.7769398744184906
95,0.8412361507692434,0.7756172779276019
96,0.8412361507692434,0.7776851513415635
97,0.8412361507692434,0.7843296701217762
98,0.8412361507692434,0.7860953417277039
99,0.8412361507692434,0.7733910445407919
100,0.8412361507692434,0.7846798241199644
101,0.8412361507692434,0.771644393610264
102,0.8412361507692434,0.771439581098106
103,0.8412361507692434,0.7812856340240892
104,0.8412361507692434,0.7740539699707455
105,0.8412361507692434,0.7739727433748709
106,0.8412361507692434,0.7819961408417365
107,0.8412361507692434,0.773480992954961
108,0.8412361507692434,0.7865822927092392
109,0.8412361507692434,0.7774845517732295
110,0.8412361507692434,0.7773378448226229
111,0.8412361507692434,0.7714225948483217
112,0.8412361507692434,0.7723176137659953
113,0.8412361507692434,0.7833348698968073
114,0.8412361507692434,0.7841303574065346
115,0.8412361507692434,0.7681264816692909
116,0.8412361507692434,0.7836258130782123
117,0.8412361507692434,0.7773431833864268
118,0.8412361507692434,0.7725172635966535
119,0.8412361507692434,0.7778578999787065
120,0.8412361507692434,0.7754478038405546
121,0.8412361507692434,0.7819444870496998
122,0.8412361507692434,0.7774798528279371
123,0.8412361507692434,0.7800057349468253
124,0.8412361507692434,0.7826964976009442
125,0.8412361507692434,0.7785893589704019
126,0.8412361507692434,0.7782432553031977
127,0.8412361507692434,0.784133189295704
128,0.8412361507692434,0.7769891810926499
129,0.8412361507692434,0.784944384137949
130,0.8412361507692434,0.7723765073047802
131,0.8412361507692434,0.7851602724990286
132,0.8412361507692434,0.7769689986294686
133,0.8412361507692434,0.7806373682230457
134,0.8412361507692434,0.7801120789210734
135,0.8412361507692434,0.7898271689900014
136,0.8412361507692434,0.7857351127270874
137,0.8412361507692434,0.7867339791191617
138,0.8412361507692434,0.7772504141178603
139,0.8412361507692434,0.7748006602896107
140,0.8412361507692434,0.7844668506451918
141,0.8412361507692434,0.784692474714767
142,0.8412361507692434,0.792595185391664
143,0.8412361507692434,0.7874180805569907
144,0.8416979678024655,0.7882314439903938
145,0.8416979678024655,0.7880636276205735
146,0.8416979678024655,0.7896045150712909
147,0.8416979678024655,0.7848895617625667
148,0.8416979678024655,0.7896963382884529
149,0.8416979678024655,0.7890615599803659
150,0.8416979678024655,0.792654004897307
151,0.8416979678024655,0.7944632089487935
152,0.8416979678024655,0.7802181103761006
153,0.8431488255517097,0.8009008331390721
154,0.8431488255517097,0.7827462612800524
155,0.8431488255517097,0.784145249235394
156,0.8431488255517097,0.7860800402372627
157,0.8431488255517097,0.7916447948957318
158,0.8431488255517097,0.7917528024449431
159,0.8431488255517097,0.7904683828784025
160,0.8431488255517097,0.7908336609664383
161,0.8431488255517097,0.795347018132697
162,0.8431488255517097,0.7928578006744436
163,0.8431488255517097,0.7866745306973413
164,0.849313843120295,0.7937131723003426
165,0.849313843120295,0.8013782234048831
166,0.849313843120295,0.7998924490558985
167,0.849313843120295,0.7945284397910815
168,0.849313843120295,0.7894725371516789
169,0.849313843120295,0.7987511686337561
170,0.849313843120295,0.7989489584463055
171,0.849313843120295,0.788897769212398
172,0.849313843120295,0.7961701124268863
173,0.849313843120295,0.795560561812956
174,0.849313843120295,0.7989856039624307
175,0.849313843120295,0.7956484285320587
176,0.8521594368242185,0.8020645646489227
177,0.8521594368242185,0.797533121265049
178,0.8521594368242185,0.8057273878579934
179,0.8521594368242185,0.8009623499200461
180,0.8521594368242185,0.8082482939243453
181,0.8521594368242185,0.8069918745282845
182,0.8521594368242185,0.7963802385953863
183,0.8521594368242185,0.7982942571587358
184,0.8521594368242185,0.8030446112300914
185,0.8521594368242185,0.8000451575463893
186,0.8521594368242185,0.8082633953163546
187,0.8521594368242185,0.8031156913131293
188,0.8521594368242185,0.8128844525441858
189,0.8521594368242185,0.8047422668059135
190,0.8521594368242185,0.8131975230735753
191,0.8521594368242185,0.800118946001674
192,0.8521594368242185,0.8019607098799584
193,0.8521594368242185,0.8029364237972403
194,0.8521594368242185,0.8020588123160012
195,0.8521594368242185,0.798333088477834
196,0.8521594368242185,0.8070769528650502
197,0.8521594368242185,0.8038351672842403
198,0.8521594368242185,0.8061775773065243
199,0.8521594368242185,0.8102006503319803
200,0.8521594368242185,0.8070089660870677
201,0.8521594368242185,0.8100517009924292
202,0.8521594368242185,0.8083187177465315
203,0.8521594368242185,0.8159686471123477
204,0.8521594368242185,0.8069927762598197
205,0.8521594368242185,0.8135326549425955
206,0.8521594368242185,0.8100598559106938
207,0.8521594368242185,0.8104691057566875
208,0.8521594368242185,0.8151591715423249
209,0.8521594368242185,0.8121911014852223
210,0.8521594368242185,0.8218220830582417
211,0.8521594368242185,0.8177446240300327
212,0.8521594368242185,0.8232978413795283
213,0.8521594368242185,0.8183440263802388
214,0.8521594368242185,0.8108229761414483
215,0.8521594368242185,0.8178465835755586
216,0.8521594368242185,0.8156865565444548
217,0.8521594368242185,0.8126614077420878
218,0.8521594368242185,0.8175583158384733
219,0.8521594368242185,0.8166628979774204
220,0.8521594368242185,0.8107591305586939
221,0.8521594368242185,0.8210124031483041
222,0.8521594368242185,0.8227443879903557
223,0.8521594368242185,0.8194329626954414
224,0.8521594368242185,0.819073219007719
225,0.8521594368242185,0.8250684672971045
226,0.8521594368242185,0.8243763783260385
227,0.8521594368242185,0.8208029291642291
228,0.8521594368242185,0.825150955534633
229,0.8525886547351516,0.8319266111514143
230,0.8525886547351516,0.820413069126738
231,0.8525886547351516,0.8271277845658777
232,0.8553464165681334,0.8318992813451251
233,0.8569141072237287,0.831340704174554
234,0.8569141072237287,0.8294683937546493
235,0.8569141072237287,0.8323851694812261
236,0.8569141072237287,0.8280182721383038
237,0.8569141072237287,0.8264559331297519
238,0.856976806190327,0.8276096378591236
239,0.856976806190327,0.8303297754400196
240,0.856976806190327,0.828719232320426
241,0.856976806190327,0.829713533413536
242,0.8586576369996215,0.8386689299241887
243,0.8586576369996215,0.8362874647895915
244,0.8586576369996215,0.8353031506180167
245,0.8586576369996215,0.8342230500755706
246,0.8586576369996215,0.8374225709142528
247,0.8586576369996215,0.8316930107147369
248,0.8606604027984475,0.841522135611159
249,0.8606604027984475,0.8450865582251265
250,0.8606604027984475,0.8373726976060185
251,0.863195091057397,0.8421309934321813
252,0.863195091057397,0.8403737753048589
253,0.865042207567007,0.8421153431835516
254,0.865042207567007,0.839576550000238
255,0.865042207567007,0.840201517645637
256,0.865042207567007,0.8399774884671735
257,0.865042207567007,0.8423251928535692
258,0.865042207567007,0.8419093386533235
259,0.865042207567007,0.8440191608127021
260,0.865042207567007,0.8492299915102027
261,0.865042207567007,0.8501391036237956
262,0.865042207567007,0.8495155201907858
263,0.865042207567007,0.8475786813389041
264,0.865042207567007,0.8497422848402287
265,0.8679433581427999,0.8490216797691482
266,0.8679433581427999,0.8514496942264378
267,0.8679433581427999,0.8504618965344677
268,0.8704487096808827,0.8542359793345967
269,0.8704487096808827,0.8529173735623388
270,0.8704487096808827,0.8520482512964078
271,0.8704487096808827,0.8513951579844056
272,0.8704487096808827,0.850807731476837
273,0.8704487096808827,0.8523341712657403
274,0.8704487096808827,0.8560025814901548
275,0.8704487096808827,0.8545688408844336
276,0.8704487096808827,0.8485589852040293
277,0.8704487096808827,0.8543635563250975
278,0.8704487096808827,0.8514863429090587
279,0.8704487096808827,0.8559823603825985
280,0.8704487096808827,0.8570891964967627
281,0.8704487096808827,0.8558650608545326
282,0.8721883048335995,0.8612226875336502
283,0.8721883048335995,0.8614117622898136
284,0.8743394122095288,0.8626345021329622
285,0.8743394122095288,0.857184732424668
286,0.8743394122095288,0.8593974225406245
287,0.8743394122095288,0.8602864977839699
288,0.8743394122095288,0.8606150870592553
289,0.8743394122095288,0.8577674621541568
290,0.8743394122095288,0.8623161436145328
291,0.8743394122095288,0.8588858639530599
292,0.8743394122095288,0.8642814488446713
293,0.8743394122095288,0.8642946670734554
294,0.8743394122095288,0.8655954871137094
295,0.8744980215033199,0.8680415941090719
296,0.8744980215033199,0.8625482243673807
297,0.8760010530128061,0.8692352348081358
298,0.8760010530128061,0.863374078574063
299,0.8760010530128061,0.8651374370960547
300,0.8762093256834501,0.8695717330244151
301,0.8762093256834501,0.8668790309804479
302,0.8762093256834501,0.865721015995172
303,0.8762093256834501,0.8655135769241784
304,0.8762093256834501,0.864488484731975
305,0.8795152089968128,0.8671665389477983
306,0.8795152089968128,0.8686502582202433
307,0.8795152089968128,0.8678051997962735
308,0.8795152089968128,0.8714760914538047
309,0.8795152089968128,0.8713166783666193
310,0.8795152089968128,0.8714669166323485
311,0.8795152089968128,0.8720182900793417
312,0.8795152089968128,0.8710644663886691
313,0.8795152089968128,0.8698684934735366
314,0.8795152089968128,0.8745033167526477
315,0.8795152089968128,0.8739472412472968
316,0.8795152089968128,0.8732542087652053
317,0.8795152089968128,0.8734608165904243
318,0.8795152089968128,0.8716613756622844
319,0.8795605342762488,0.8752656910184884
320,0.8810559437225065,0.8761354240569862
321,0.8810559437225065,0.8746139564330224
322,0.8810559437225065,0.8765869496734073
323,0.8811241436431991,0.8748444955250082
324,0.8811241436431991,0.8763528817294379
325,0.8811241436431991,0.8739763217375105
326,0.8811241436431991,0.8736926602389774
327,0.8811241436431991,0.8751578446297408
328,0.8811241436431991,0.8784269463527965
329,0.8811241436431991,0.8764527606277203
330,0.8811282528462797,0.8790634107966195
331,0.8811614193652723,0.8767945082584235
332,0.8812023593040402,0.8777946008346004
333,0.8812023593040402,0.8763148494631466
334,0.8812023593040402,0.8795260864018819
335,0.8812023593040402,0.8764476580210274
336,0.8812023593040402,0.8774205708993367
337,0.8812649911772634,0.8797824096387016
338,0.8812649911772634,0.8772528091051249
339,0.8812650967146023,0.879730234481266
340,0.8812650967146023,0.8795112497365212
341,0.8812650967146023,0.8762665612899635
342,0.8812650967146023,0.8798482750991423
343,0.8812650967146023,0.879307065851677
344,0.8812650967146023,0.8785026573318453
345,0.8812650967146023,0.8777369849295205
346,0.8812650967146023,0.8797415280533772
347,0.8812650967146023,0.8798329258572377
348,0.8812650967146023,0.8808097780598229
349,0.8812650967146023,0.8803805561372622
350,0.8812650967146023,0.8786963743650373
351,0.8812650967146023,0.8803707024023041
352,0.8812976407823343,0.8809802637820016
353,0.8812976407823343,0.8802925488014626
354,0.8812976407823343,0.8807531859314612
355,0.8812976407823343,0.8806374267512221
356,0.8812976407823343,0.8804348917461068
357,0.8812976407823343,0.8809532829991756
358,0.8812976407823343,0.8808679923904731
359,0.8812976407823343,0.8809034352176687
360,0.8812976407823343,0.8809585046589723
361,0.8812996720708203,0.880660861161834
362,0.8812996720708203,0.8809520336822808
363,0.8812996720708203,0.8809251052830402
364,0.8812996720708203,0.8808737527884796
365,0.8812996720708203,0.880938283391319
366,0.8812996720708203,0.8809053141878753
367,0.8812996720708203,0.8808272158882399
368,0.8813461753439851,0.8809558554636556
369,0.8813461753439851,0.8809156039365339
370,0.8813461753439851,0.880938714983819
371,0.8813461753439851,0.8809871121100465
372,0.8813461753439851,0.8810461550353222
373,0.8813461753439851,0.8810273842453852
374,0.8813461753439851,0.8808890748383778
375,0.8813461753439851,0.8809923824484509
376,0.881352475180266,0.8809868078509971
377,0.881352475180266,0.8809743132928897
378,0.881352475180266,0.8809345094433313
379,0.881352475180266,0.8809523477576882
380,0.881352475180266,0.8809269661204658
381,0.881352475180266,0.8810410117127541
382,0.881352475180266,0.8809772275341458
383,0.881352475180266,0.8809464684104142
384,0.881352475180266,0.8810775786227346
385,0.881352475180266,0.8810044979310939
386,0.881352475180266,0.8810252106209666
387,0.881352475180266,0.8809829594659494
388,0.881352475180266,0.8809722312411717
389,0.881352475180266,0.8810636979451318
390,0.881352475180266,0.8809567518787087
391,0.881352475180266,0.8809798578544074
392,0.881352475180266,0.8810530536293417
393,0.881352475180266,0.8810496503551609
394,0.881352475180266,0.8809663089104559
395,0.881352475180266,0.880989517760428
396,0.881352475180266,0.8810763272325453
397,0.881352475180266,0.8809940342533752
398,0.881352475180266,0.8810521358969858
399,0.8813841875833203,0.8811327190337376
400,0.8813841875833203,0.8810714028423178
401,0.8813841875833203,0.8809996602760932
402,0.8813841875833203,0.8810443377856679
403,0.8813841875833203,0.8810719112971042
404,0.8813841875833203,0.8810791351841302
405,0.8813841875833203,0.881030426302137
406,0.8813841875833203,0.8811216717937608
407,0.8813841875833203,0.8809800265978887
408,0.8814220188470716,0.8811759974174121
409,0.8814220188470716,0.8810867643249655
410,0.8814220188470716,0.8810761211911081
411,0.8814220188470716,0.8811037963795028
412,0.8814220188470716,0.8810569520214763
413,0.8814220188470716,0.8811224499725969
414,0.8814220188470716,0.8811635968874615
415,0.8814220188470716,0.8811687817925266
416,0.8814220188470716,0.8811005145147653
417,0.8814220188470716,0.8810825433170806
418,0.8814220188470716,0.8811242684351019
419,0.8814220188470716,0.881176220797423
420,0.8814220188470716,0.8811464578149104
421,0.8814220188470716,0.8810825154774135
422,0.8814220188470716,0.8811680400877172
423,0.8814220188470716,0.881196176528498
424,0.8814220188470716,0.8811410452057887
425,0.8814220188470716,0.8811407668464536
426,0.8814220188470716,0.8812004844915193
427,0.8814220188470716,0.8811307378822859
428,0.8814220188470716,0.8811914758031248
429,0.8814220188470716,0.8811535247766069
430,0.8814220188470716,0.8812698062134224
431,0.8814220188470716,0.8811423346700151
432,0.8814220188470716,0.8811337156875566
433,0.8814220188470716,0.8811690778297949
434,0.8814220188470716,0.8812339710966023
435,0.8814248071511966,0.8812667016221439
436,0.8814248071511966,0.881208303765512
437,0.8814248071511966,0.8812089896825137
438,0.8814248071511966,0.8812262947938612
439,0.8814248071511966,0.8812605677065023
440,0.8814248071511966,0.8811508842785757
441,0.8814774941721515,0.8812952807579956
442,0.8814774941721515,0.881291626603269
443,0.8814774941721515,0.8812809538146716
444,0.8814774941721515,0.881278719225219
445,0.8814774941721515,0.8812336572571801
446,0.8814774941721515,0.8812490287148237
447,0.8814774941721515,0.8811807958975889
448,0.8814774941721515,0.8812387580480481
449,0.8814774941721515,0.8812481659235528
450,0.8814774941721515,0.8812678546508094
451,0.8814774941721515,0.8812214075909658
452,0.8814774941721515,0.8812524170548056
453,0.8814774941721515,0.8812708573475445
454,0.8814774941721515,0.8812409414189151
455,0.8814774941721515,0.8812663114880563
456,0.8814774941721515,0.8812667123935785
457,0.8814774941721515,0.8812727524577663
458,0.8814774941721515,0.8812633497016169
459,0.8814774941721515,0.8812884936311184
460,0.8814774941721515,0.8812982545016406
461,0.8814774941721515,0.8812531466549225
462,0.8814774941721515,0.8813316087431434
463,0.8814774941721515,0.8812970977954074
464,0.8814774941721515,0.8813114183188864
465,0.8814774941721515,0.8813521802169342
466,0.8814774941721515,0.8813067374513815
467,0.8814774941721515,0.8813406919363612
468,0.8814774941721515,0.8813387517581753
469,0.8814774941721515,0.8813286317123349
470,0.8814774941721515,0.8813751309416012
471,0.8814774941721515,0.8813253335336633
472,0.8814774941721515,0.88137247469279
473,0.8814774941721515,0.8813609300047592
474,0.8814774941721515,0.8813313293824215
475,0.8814774941721515,0.8813247506078377
476,0.8814774941721515,0.8813778286751869
477,0.8814774941721515,0.8813341964485282
478,0.8814774941721515,0.8813687183348102
479,0.8814774941721515,0.881378914574614
480,0.8814774941721515,0.8813718770239698
481,0.8814774941721515,0.8813918679855142
482,0.8814774941721515,0.8813561786818102
483,0.8814774941721515,0.8813781357113789
484,0.8814817445644021,0.8814056697223696
485,0.8814867403518195,0.8814518151643381
486,0.8814867403518195,0.8813956632988439
487,0.8814936177892239,0.881445097637522
488,0.8814936177892239,0.8814043238823122
489,0.8814936177892239,0.8813605381922572
490,0.8814936177892239,0.8813613165917971
491,0.8814936177892239,0.8814392501069231
492,0.8814936177892239,0.8814000635948694
493,0.8814936177892239,0.881410468581151
494,0.8814936177892239,0.8813712101314857
495,0.8814936177892239,0.8814058871602403
496,0.8814936177892239,0.8814364942641036
497,0.8814936177892239,0.881426096558111
498,0.8814936177892239,0.8814342497931442
499,0.8814936177892239,0.881428226718455
