Generation,MaxFitness,AvgFitness,Diversity,TotalEnergy_J,AvgDelay_Hops,MinResidual_J
18,0.8704168307395659,0.8685640162795759,7.238296296296297,0.021162183075121226,1.7133333333333336,1.9973128058805447
19,0.8705054620599254,0.8691443611740964,6.498161616161615,0.02113729069101289,1.7125000000000001,1.9973507480092871
20,0.870629530612712,0.8695552719552463,5.870828282828283,0.021104426551962704,1.7108333333333337,1.9973516833313225
21,0.8706641948142544,0.869847396138114,5.397872053872054,0.021092985702907,1.7108333333333337,1.9973578874409843
22,0.8707384622336602,0.870063790443854,4.920013468013467,0.021072675825336562,1.7100000000000002,1.997353729563899
23,0.8708643098572156,0.870213917463813,4.524525252525252,0.02103980695183153,1.7083333333333333,1.997397259664278
24,0.870883675000305,0.8702814266795904,4.080471380471382,0.021033352487812084,1.7083333333333333,1.9973763747847069
25,0.8709520135085647,0.8704102698527341,3.603676767676768,0.021015674560363937,1.7075,1.9974752246275753
26,0.8710232326371972,0.8704626455623186,3.1840134680134677,0.02099655445680461,1.7066666666666666,1.9974232227887634
27,0.8710392182307054,0.8705238649327985,2.859791245791246,0.020991234422682064,1.7066666666666666,1.9973985152836629
28,0.8710501866124076,0.8705321033060854,2.584080808080808,0.020987719886754293,1.7066666666666666,1.9974263762029765
29,0.8711073503124865,0.8706248737933127,2.264148148148149,0.0209736280518767,1.7058333333333333,1.9974576438001843
30,0.8711716362764996,0.8706835177689848,2.04643771043771,0.020957114368945356,1.7049999999999998,1.9974752745409086
31,0.8711865231710351,0.8706868628610935,1.8874545454545453,0.02095210434114084,1.7049999999999998,1.9974534314595458
32,0.8713961066953176,0.8707488096065322,1.718154882154882,0.020898680827473818,1.7016666666666667,1.9974842735398717
33,0.8714575682068268,0.8708257651391896,1.5475690235690231,0.0208824214786791,1.7008333333333332,1.9974842735398717
34,0.8714665796409379,0.8708680702502943,1.500962962962963,0.020879334064498233,1.7008333333333332,1.9974462929701544
35,0.871477264175919,0.870988754299704,1.512720538720539,0.020875881763398062,1.7008333333333332,1.9974597428480532
36,0.8715907032287808,0.8710521542928439,1.4178989898989902,0.020846859392335895,1.6991666666666667,1.997403293287037
37,0.8715964648853147,0.8711284180418238,1.322727272727273,0.02084497574640161,1.6991666666666667,1.9974027244822943
38,0.8716522038006596,0.8711208087685478,1.2646734006734006,0.02083068664605299,1.6983333333333333,1.9974167721886968
39,0.8717078396974484,0.871160433924555,1.1737845117845114,0.0208166555448087,1.6975,1.9974019792419366
40,0.8717125515082016,0.8711498469820602,1.042127946127946,0.02081514319354814,1.6975,1.9974120060823384
41,0.8717746795396799,0.8712747647912935,0.9865387205387207,0.020799274913541374,1.6966666666666665,1.9973996800939866
42,0.8717778232836609,0.8712574826549652,0.9830101010101011,0.020798118308461584,1.6966666666666665,1.997369864705317
43,0.8717794605290496,0.8713435805303129,1.002875420875421,0.020797633683703413,1.6966666666666665,1.9973834861463906
44,0.8718859780435664,0.8713966493051796,0.9861683501683501,0.02077096528144143,1.6949999999999998,1.9974182083283354
45,0.8718892752670963,0.8714247141000249,0.9660606060606062,0.020769810317867073,1.6949999999999998,1.99739947348411
46,0.8718918223738886,0.8714898811056649,0.8524983164983165,0.020768986448783663,1.6949999999999998,1.997401341573194
47,0.8718932120974673,0.871472537107396,0.8262895622895622,0.02076858139710973,1.6949999999999998,1.9974134663346146
48,0.8718960763631161,0.8715106817620168,0.8547676767676767,0.020767535946047157,1.6949999999999998,1.9973848676016774
49,0.871898738712932,0.8715730495833726,0.8009898989898989,0.020766512434866193,1.6949999999999998,1.9973443419282577
50,0.8719048577706231,0.8715446552515438,0.7283164983164984,0.020764493731618885,1.6949999999999998,1.9973428315465283
51,0.8719081644559288,0.8715658840314929,0.7416565656565657,0.020763441131890045,1.6949999999999998,1.997347855951139
52,0.8719619572660345,0.8715861047950022,0.7599259259259258,0.020750001873789527,1.6941666666666666,1.997361477392212
53,0.8720145049833338,0.8715708322381938,0.7458249158249157,0.020737108909708972,1.6933333333333331,1.9973482533391984
54,0.8720154399212439,0.871588853517432,0.7154680134680134,0.020736708733075544,1.6933333333333331,1.9973223799765487
55,0.8720681685126804,0.871577586038953,0.6631717171717173,0.02072321566192409,1.6925,1.9973360014176218
56,0.8721257065232727,0.8715939869015921,0.6613939393939394,0.02070877826206637,1.6916666666666667,1.9973218228345255
57,0.8721271197095888,0.8716782202153198,0.6259124579124579,0.020708317028206004,1.6916666666666667,1.9973218228345255
58,0.872128238319916,0.8717022307115566,0.5923030303030303,0.020708050182650713,1.6916666666666667,1.9973481847875145
59,0.872128943356476,0.8717702434033401,0.5517373737373737,0.02070777294916155,1.6916666666666667,1.997335513814421
60,0.8721303036683554,0.8717374317323591,0.5553265993265993,0.020707318237858915,1.6916666666666667,1.997335513814421
61,0.8721307730836929,0.8717746861394365,0.5583434343434344,0.02070716434610092,1.6916666666666667,1.997335513814421
62,0.8721316231138941,0.8717806761575682,0.5320740740740741,0.020706937435565006,1.6916666666666667,1.9973507196435378
63,0.8721329436168551,0.871818003968011,0.4995892255892256,0.02070655544884194,1.6916666666666667,1.9973631932222793
64,0.8721349122821845,0.8717640552774614,0.5148148148148148,0.02070590580059173,1.6916666666666667,1.9973631932222793
65,0.8721351037806137,0.8718054477572473,0.46477441077441084,0.020705791820891318,1.6916666666666667,1.9973495022423837
66,0.8721363600122838,0.8718125088518853,0.4672996632996634,0.020705384061603656,1.6916666666666667,1.9973495022423837
67,0.8721372992338511,0.8718101884027438,0.4531717171717173,0.0207050227032933,1.6916666666666667,1.9973353236592877
68,0.8721374562386284,0.8718011630649894,0.4457845117845119,0.020704972188270034,1.6916666666666667,1.9973353236592877
69,0.8721380491714079,0.8717622924990128,0.4527138047138045,0.020704779645319114,1.6916666666666667,1.9973353236592877
70,0.8721386271279835,0.871804525658744,0.4388484848484848,0.020704588884658884,1.6916666666666667,1.9973353236592877
71,0.8721393042437346,0.8718121126688414,0.390989898989899,0.020704366172840116,1.6916666666666667,1.9973353236592877
72,0.8721395172410159,0.8718099390214763,0.38395286195286193,0.020704251991207002,1.6916666666666667,1.9973232053954169
73,0.8721395172410159,0.8717904520889063,0.40731986531986536,0.020704251991207002,1.6916666666666667,1.9973232053954169
74,0.8721395172410159,0.8717547824051202,0.4231380471380472,0.020704251991207002,1.6916666666666667,1.9973232053954169
75,0.8721395172410159,0.87183082622598,0.3870370370370371,0.020704251991207002,1.6916666666666667,1.9973232053954169
76,0.8721396841204545,0.8718415497896832,0.3281077441077442,0.0207041964079146,1.6916666666666667,1.9973232053954169
77,0.8721396841204545,0.8718322213658806,0.32737373737373743,0.0207041964079146,1.6916666666666667,1.9973232053954169
78,0.8721396841204545,0.871826879645555,0.3186060606060606,0.0207041964079146,1.6916666666666667,1.9973232053954169
79,0.8721415288322804,0.8717928140109945,0.34513804713804724,0.020703469412697042,1.6916666666666667,1.9972937444102334
80,0.8721418969220752,0.8718000849717812,0.36484175084175086,0.020703346493150053,1.6916666666666667,1.9972937444102334
81,0.8721420243415151,0.871808949956196,0.366969696969697,0.020703304744866164,1.6916666666666667,1.9972937444102334
82,0.8721420454397002,0.871793092077629,0.3850303030303031,0.020703245046582535,1.6916666666666667,1.997279725360513
83,0.8721425546329373,0.8718337762918745,0.3810707070707071,0.020703106880690703,1.6916666666666667,1.997287116643657
84,0.8721425546329373,0.8718171798329891,0.38817508417508423,0.020703106880690703,1.6916666666666667,1.997287116643657
